bot_name,query_index,user_query,overall_score,warmth_validation,prose_vs_bullets,emoji_usage,conversational_tone,practical_advice,followup_question,support_solutions_balance,length_conciseness,bullet_count,prose_percentage,most_claude_like,least_claude_like
ActualClaudeTuned,11,My friend keeps copying everything I do and it’s getting annoying.,8.9,9,8,9,9,9,9,9,9,0,100%,"The specific, realistic conversation script provided gives teens actual words to use, balancing emot",The explicit 'options' framing creates a slightly more list-like structure than Claude's natural par
ActualClaudeTuned,12,I saw my crush talking to someone else and now I feel dumb.,8.4,8,10,9,9,8,9,8,9,0,100%,"The natural first-person conversational voice using 'I think', 'I get it', and 'I'm sorry' creates t",The phrase 'I think this feels way worse than it actually is right now' minimizes the teen's emotion
ActualClaudeTuned,13,I have to present today and my hands won’t stop shaking.,8.7,9,10,8,9,8,8,9,9,0,100%,"The natural first-person validation language ('I totally get it', 'honestly, we've all been there') ",The follow-up question shifts focus to content preparation ('What's your presentation on') rather th
ActualClaudeTuned,14,My friend told me a secret and I’m not sure I’m supposed to know.,9.1,9,10,8,9,9,9,9,9,0,100%,"The natural prose formatting and consistent use of first-person perspective ('I think', 'I'd say' im","The inclusion of the 😅 emoji, while acceptable under the character guidelines, wasn't present in the"
ActualClaudeTuned,15,My sibling keeps going through my stuff and I’m about to lose it.,8.8,9,10,10,9,7,9,9,9,0,100%,"The natural conversational flow using first-person perspective ('I'd maybe try', 'I think') and casu",The advice hierarchy suggesting parents as the first line of defense rather than empowering the teen
ActualClaudeTuned,16,I forgot I had practice after school and I planned something else.,9.0,9,10,10,9,9,9,8,9,0,100%,"The extensive use of natural first-person language ('I totally get why you're stressed', 'I think yo","The structure places all advice before the follow-up question, whereas Claude often intersperses que"
ActualClaudeTuned,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,8.8,9,10,9,9,8,9,8,8,0,100%,"The natural conversational voice using first-person perspective ('Trust me, I get why you're feeling",The structure of giving substantial observational advice before asking questions - Claude's Ground T
ActualClaudeTuned,18,My parents are fighting again and I can hear everything from my room.,9.0,9,10,9,9,9,9,9,9,0,100%,"The natural conversational prose format that avoids all bullet points and headers, instead weaving p","The inclusion of the blue heart emoji (💙), while within acceptable limits (0-1), differs from the gr"
ActualClaudeTuned,19,My teacher thinks I cheated because my answers match someone’s.,8.9,9,9,9,9,8,9,9,9,0,100%,The natural prose paragraph structure with embedded advice flowing conversationally rather than as a,The absence of institutional/backup options (like mentioning school policies or counselors) that Cla
ActualClaudeTuned,20,I got left on read by my crush and it’s making me spiral.,9.0,9,10,9,9,9,8,9,9,0,100%,The natural prose formatting without any bullet points actually matches the character definition (av,Ending with two sequential questions ('How long has it been...? And was it something...?') feels sli
ActualClaudeTuned,21,Someone took a picture of me without asking and posted it.,8.6,9,9,9,9,8,7,9,9,0,100%,The natural conversational prose format with first-person language ('I think the easiest first step.,The follow-up question focuses only on the relationship to the poster ('Was it someone you know well
ActualClaudeTuned,22,My friend keeps making ‘jokes’ that feel like insults.,9.1,9,10,8,9,9,9,9,9,0,100%,"The natural integration of first-person perspective ('Honestly, I think...') combined with immediate",The inclusion of an emoji when the user didn't request one and the ground truth demonstrated warmth 
ActualClaudeTuned,23,I’m stuck sitting alone at lunch today and it feels obvious.,8.8,9,10,8,8,9,9,9,9,0,100%,The natural prose formatting with zero bullet points and the conversational flow that balances valid,The inclusion of the 😅 emoji when the ground truth maintains warmth through words alone without emoj
ActualClaudeTuned,24,I just found out my friends hung out without inviting me.,8.9,9,10,9,9,9,9,8,8,0,100%,"The natural prose formatting and consistent use of first-person perspective ('I think you could', 'I","The inclusion of the blue heart emoji (💙), while within acceptable limits (0-1), differs from the gr"
ActualClaudeTuned,25,My mom signed me up for something and didn’t ask me first.,8.9,9,10,9,9,9,9,9,8,0,100%,The immediate emotional validation combined with first-person perspective ('I totally get why that w,"The inclusion of the emoji, while minor, deviates from the ground truth's clean text approach and th"
ActualClaudeTuned,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,8.9,9,10,9,9,9,8,8,9,0,100%,"The natural prose format with zero bullet points and the warm, validating opening that immediately a",The ratio of advice to validation leans slightly more toward practical solutions than the ground tru
ActualClaudeTuned,27,I have like five assignments due and my brain refuses to start.,8.8,9,9,9,9,8,8,9,9,0,100%,"The conversational first-person prose style that uses natural language like 'Ugh,' 'literally,' and ","The absence of specific actionable techniques like the timer method, which is a key practical tool i"
ActualClaudeTuned,28,I think I might have said something rude and I didn’t mean it.,8.6,9,10,9,9,9,8,8,8,0,100%,"The natural conversational prose format with zero bullet points, warm validating language ('We've al","The inclusion of an emoji (😅) when the user didn't request emojis, whereas the ground truth maintain"
ActualClaudeTuned,29,My coach yelled at me in front of everyone and I’m embarrassed.,8.6,9,10,8,9,8,9,9,9,0,100%,The natural prose formatting without any bullet points and the use of first-person validation langua,"The inclusion of an emoji (💙) when the user didn't request emoji usage, whereas Claude's character p"
ActualClaudeTuned,30,My friend keeps asking to copy my homework and I’m tired of it.,8.9,9,10,9,9,9,9,9,9,0,100%,"The natural conversational prose format with integrated first-person perspective ('I think', 'I'd sa","The slightly confrontational tone in 'If they get weird about it, that's honestly on them' - Claude "
ActualClaudeTuned,31,I accidentally liked an old post while stalking someone.,8.9,9,10,10,8,8,9,9,9,0,100%,The natural prose paragraph structure without any bullet points or headers - it reads exactly like a,"The advice section, while helpful, integrates options into narrative rather than presenting distinct"
ActualClaudeTuned,32,I’m pretty sure someone is mad at me but they won’t say why.,9.0,9,9,8,10,9,9,9,9,0,100%,"The natural first-person conversational language ('I think your best bet is probably...', 'I'd hones","The inclusion of the 😅 emoji, while appropriate for the awkwardness of the situation, differs from t"
ActualClaudeTuned,33,My teacher moved my seat away from my friends and I’m mad.,9.1,9,10,9,9,9,9,9,9,0,100%,"The immediate validation using casual first-person language ('Ugh, that's so annoying! I totally get","While the advice is high-quality, the ground truth focused more on exploratory questions before offe"
ActualClaudeTuned,34,I got told to ‘calm down’ and now I’m even less calm.,9.0,9,10,9,9,9,9,9,9,0,100%,The natural prose flow with zero bullet points and seamless integration of validation with first-per,"The inclusion of specific coping strategies (music, walking) makes it slightly more advice-heavy tha"
ActualClaudeTuned,35,I didn’t get picked for the team and I’m trying to act fine.,8.6,9,10,7,9,9,9,8,6,0,100%,The natural conversational prose format with first-person validation - specifically the line 'I tota,The length and density of advice - Claude's ground truth was notably more concise and focused primar
ActualClaudeTuned,36,My friend is dating someone I really don’t trust.,8.9,9,10,8,9,9,8,9,8,0,100%,"The natural prose flow and first-person perspective ('I think the best thing you can do', 'I'd focus","The structural choice to give advice before asking questions, whereas Claude typically asks explorat"
ActualClaudeTuned,37,I overheard people talking about me in the hallway.,8.6,9,10,9,9,8,9,7,8,0,100%,The natural conversational tone with first-person language ('I think our brains automatically jump t,The balance tilting toward advice-giving rather than pure emotional exploration; ground truth focuse
ActualClaudeTuned,38,I have to choose classes for next year and I feel so behind.,9.0,9,10,10,9,9,9,9,8,0,100%,The natural integration of first-person perspective with casual validating language ('Everyone's jus,"The advice-heavy middle section comes before fully understanding the specific situation, whereas Cla"
ActualClaudeTuned,39,My parents want my grades to be perfect and it’s stressing me out.,9.0,9,10,10,9,8,9,8,9,0,100%,The natural prose flow without any bullet points or formatting - it reads exactly like a supportive ,The slightly narrower scope of practical strategies - while the ground truth offered multiple approa
ActualClaudeTuned,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,9.0,9,10,8,9,9,9,9,9,0,100%,The natural prose paragraph structure with first-person validation ('I totally get why that would st,"The emoji usage (😅) since the character prefers not to use emojis unless asked, keeping responses cl"
ActualClaudeTuned,41,I forgot my lunch and I’m trying not to be dramatic about it.,8.2,7,9,9,9,8,9,8,9,0,100%,"The natural first-person voice using 'I think' and 'I'd say' throughout, creating the feeling of tex",The subtle minimization of the user's concern about being dramatic by suggesting the situation 'feel
ActualClaudeTuned,42,My friend borrowed my stuff and returned it ruined.,8.6,8,10,10,9,9,9,7,7,0,100%,"The natural conversational prose with first-person language ('I think', 'I'd say') and casual contra",The structure prioritizes giving advice over asking exploratory questions - Claude's ground truth as
ActualClaudeTuned,43,I think my friend is lying to me and I don’t know how to ask.,8.8,9,10,7,9,9,9,9,9,0,100%,The natural prose flow that embeds specific conversation starters into flowing text rather than list,"The inclusion of the emoji 😅 without being asked, as the character profile specifies 'Don't use emoj"
ActualClaudeTuned,44,My teacher called on me and my mind went completely blank.,8.8,9,10,8,9,9,9,8,9,0,100%,"The natural conversational prose that flows like texting a supportive friend, using first-person val","The inclusion of an emoji (😅) when the user didn't request emojis and the ground truth uses none, ma"
ActualClaudeTuned,45,I got in trouble for something I didn’t do.,8.8,8,10,10,9,9,9,7,8,0,100%,The natural first-person conversational voice using contractions and casual phrasing ('I totally get,"The rapid pivot to problem-solving advice after only one paragraph of validation, whereas Claude's g"
ActualClaudeTuned,46,I feel like my friends only talk to me when they need something.,8.9,9,10,8,9,9,9,9,9,0,100%,The natural prose flow with zero bullet points and the perfect balance of emotional validation ('You,The inclusion of the emoji when not requested - Claude's ground truth response shows zero emoji usag
ActualClaudeTuned,47,My parents won’t let me go out and everyone else can.,9.1,9,10,9,9,9,9,9,9,0,100%,"The natural conversational prose format without any bullet points or headers, using casual language ","The inclusion of an emoji (😅) when the ground truth uses none, though this is still within the 0-1 a"
ActualClaudeTuned,48,I’m getting compared to my sibling again and it sucks.,8.5,9,10,7,9,9,9,7,8,0,100%,The natural first-person voice and specific actionable advice with realistic scripting for family co,"The inclusion of an emoji without being asked, whereas Claude's ground truth response achieves warmt"
ActualClaudeTuned,49,My crush smiled at me and now I’m overthinking everything.,9.0,9,10,10,9,9,10,8,9,0,100%,"The natural conversational prose format and consistent first-person perspective ('I'd say', 'I think",The slightly more analytical/advisory tone compared to the ground truth's focus on simply validating
ActualClaudeTuned,50,I got paired with someone in class who literally hates me.,9.1,9,10,9,9,9,8,9,9,0,100%,The natural prose format with zero bullet points and conversational first-person advice delivery ('I,The single follow-up question at the end feels slightly less engaging than Claude's typical pattern 
ActualClaudeTuned,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,8.6,9,10,7,9,8,9,8,9,0,100%,"The natural first-person conversational tone using 'I think' and 'I'd say' throughout, making it fee","The emoji usage at the beginning - while only one and not excessive, Claude's character specifically"
ActualClaudeTuned,52,I want to quit an activity but I feel guilty.,8.5,9,10,7,9,9,8,7,9,0,100%,The natural prose format with zero bullet points and consistent use of first-person perspective ('I',The inclusion of the blue heart emoji when the user didn't request emojis and the ground truth used 
ActualClaudeTuned,53,My friend keeps cancelling plans last minute.,8.4,9,10,7,9,9,8,7,9,0,100%,The natural prose formatting without any bullet points and the casual first-person language ('Honest,The use of the 😅 emoji when the user didn't request emojis and the ground truth used none - the char
ActualClaudeTuned,54,Someone keeps making comments about my body and I hate it.,9.1,9,10,9,9,9,9,9,9,0,100%,The natural prose paragraph structure without any bullet points or headers - this actually matches t,"The use of a blue heart emoji (💙) when the ground truth used none, though this is still within the 0"
ActualClaudeTuned,55,I posted something and now I regret it.,8.9,9,10,9,9,8,9,9,9,0,100%,The natural first-person prose flow with phrases like 'Sometimes I think it's better to just remove ,"The inclusion of the 😅 emoji, while natural, is the main divergence from the ground truth which reli"
ActualClaudeTuned,56,My friend told me they’re struggling and I don’t know how to help.,9.0,9,10,9,9,9,9,9,9,0,100%,The natural prose paragraphs without any bullet points or headers - this perfectly matches the chara,The slight difference in opening validation - Claude's ground truth immediately validates the user's
ActualClaudeTuned,57,I got a detention and I don’t even think it was fair.,8.6,9,10,8,9,8,9,7,9,0,100%,"The natural conversational prose format with first-person language ('I'd probably', 'I totally get')",The ratio of advice to validation - Claude's ground truth response focused primarily on venting and 
ActualClaudeTuned,58,I’m nervous about talking to the school counselor.,9.1,9,10,10,9,8,9,9,9,0,100%,The natural first-person conversational tone using phrases like 'I think' and 'Honestly' that make i,"The absence of explicit confidentiality reassurance, which is a key practical concern for teens talk"
ActualClaudeTuned,59,I feel like I’m always the one starting conversations.,9.0,9,10,8,9,9,9,9,9,0,100%,"The natural conversational prose format with no formatting artifacts and the warm, validating openin","The inclusion of the emoji when not specifically requested, as Claude's default teen support mode pr"
ActualClaudeTuned,60,My friend’s parents don’t like me and it’s awkward.,9.0,9,10,9,9,9,9,9,9,0,100%,The natural prose format without any bullet points - this perfectly captures the character's prefere,"The inclusion of the blue heart emoji (💙) - while warm and not excessive, Claude typically avoids em"
ActualClaudeTuned,61,I think I might like someone but I don’t know if it’s mutual.,9.0,9,10,8,9,9,9,9,9,0,100%,The natural conversational prose without any bullet points or structured formatting - it reads exact,"The inclusion of the emoji when not requested - while minor, Claude's ground truth response achieved"
ActualClaudeTuned,62,My friend is pressuring me to do something I’m not comfortable with.,9.1,9,10,8,9,9,9,9,9,0,100%,"The natural prose format without any bullet points or headers, combined with consistent first-person","The use of a heart emoji (💙) at the beginning, whereas Claude typically prefers no emojis unless spe"
ActualClaudeTuned,63,I walked into the wrong classroom and everyone stared.,8.9,9,10,10,9,9,9,9,8,0,100%,"The natural first-person prose voice using 'I think', 'I'd say', and 'I'm' throughout, combined with",The length and structure - Claude's ground truth is punchier at 2 paragraphs with the question embed
ActualClaudeTuned,64,I lost something important at school and I’m freaking out.,8.9,9,10,9,9,9,9,8,8,0,100%,"The natural prose format with zero bullet points and the warm, validating opening that immediately a",The density of practical advice in the middle paragraphs - Claude's ground truth response focuses mo
ActualClaudeTuned,65,My friend keeps gossiping and I don’t want to be part of it.,8.8,9,9,7,9,9,9,9,9,0,100%,"The natural conversational flow using first-person perspective ('Honestly, this is way more common t","The emoji usage at the beginning (😅) - while only one and appropriately placed, the character profil"
ActualClaudeTuned,66,I’m getting stressed for no reason and I can’t shut my brain off.,8.8,9,9,9,9,7,8,9,9,0,100%,The natural first-person conversational voice and pure prose formatting without bullet points - it s,"The practical advice section lacks the specific, actionable techniques (like specific breathing coun"
ActualClaudeTuned,67,My parents want to talk about college and I’m only in like… tenth grade.,9.0,9,10,9,9,9,9,9,9,0,100%,The natural prose formatting with zero bullet points and conversational flow that reads like a suppo,The slightly more serious tone of the suggested alternatives (clubs/classes) compared to Claude's in
ActualClaudeTuned,68,I think my teacher hates me and I don’t know why.,8.8,9,10,7,9,9,9,8,9,0,100%,"The natural conversational prose and consistent first-person language ('Honestly, I think...', 'I'd ","The 😅 emoji feels slightly out of place for the serious emotional content, suggesting nervous laught"
ActualClaudeTuned,69,Someone keeps teasing me and I can’t tell if it’s bullying.,9.1,9,10,9,9,9,9,9,9,0,100%,"The natural first-person conversational voice using 'I think', 'I'd say', and 'If I were you' combin","The use of an emoji (😅) when the Ground Truth used none, though this is still within character guide"
ActualClaudeTuned,70,My friend got mad because I hung out with someone else.,9.1,9,10,9,10,9,9,9,9,0,100%,The natural prose formatting and conversational first-person voice ('I'd probably try talking to the,The inclusion of the boundary-setting caveat about the friend being 'unreasonable' diverges from the
ActualClaudeTuned,71,I’m scared I’m going to fail this class.,8.8,9,10,10,9,9,9,8,9,0,100%,The natural prose format without any bullet points and the consistent use of first-person language (,The pivot to practical advice and reassurance ('you still have time to turn things around') before a
ActualClaudeTuned,72,I have to do a partner dance in PE and I want to die of embarrassment.,8.6,9,9,9,9,7,9,8,9,0,100%,"The natural conversational prose format with first-person language ('If I were you, I'd just try...'","The relative lack of specific, tactical advice for the actual dance moment - the ground truth provid"
ActualClaudeTuned,73,My friend keeps making everything a competition.,9.0,9,10,9,9,9,9,9,9,0,100%,Natural prose formatting without bullet points - the response flows as continuous conversational par,"The psychological framing about the friend's 'own insecurities' - while supportive, this is slightly"
ActualClaudeTuned,74,My parents are being extra strict for no reason.,8.9,9,10,8,9,9,9,9,9,0,100%,The natural prose formatting with zero bullet points and conversational flow that reads like a suppo,"The emoji usage at the beginning, since Claude's ground truth response uses zero emojis and the char"
ActualClaudeTuned,75,I got invited somewhere but I don’t know anyone else going.,9.0,9,10,9,9,9,9,8,9,0,100%,The natural first-person conversational language and pure prose formatting without any bullet points,The slight imbalance toward solution-giving over emotional support compared to the ground truth; it 
ActualClaudeTuned,76,I feel like everyone has a ‘thing’ and I don’t.,9.1,9,10,10,9,8,9,9,9,0,100%,The natural prose paragraph structure combined with conversational first-person validation ('I total,The absence of specific illustrative examples in the middle section that would ground the advice in 
ActualClaudeTuned,77,My friend asked me to keep a secret that feels serious.,8.9,9,10,8,9,9,9,9,9,0,100%,"The natural prose format with integrated first-person advice ('Honestly, this kind of thing is way m","The specific choice of the nervous laughter emoji (😅) for a serious secret topic, and the slightly m"
ActualClaudeTuned,78,Someone I don’t like keeps trying to be friends with me.,8.6,9,9,7,9,9,9,9,9,0,100%,The natural conversational prose format with first-person language ('I think') and casual phrasing t,"The inclusion of an emoji without the user asking for one, which violates the specific instruction t"
ActualClaudeTuned,79,I’m nervous to eat in front of people at school.,8.8,9,10,7,9,9,8,9,9,0,100%,The natural integration of practical advice into flowing prose using first-person perspective and co,"The inclusion of an emoji without user request, combined with asking multiple questions at the end r"
ActualClaudeTuned,80,I just got told ‘we need to talk’ and I’m terrified.,8.6,9,10,10,9,8,7,9,9,0,100%,The natural prose formatting and conversational first-person tone that flows like a text message fro,The single follow-up question at the end - Claude typically asks multiple engaging questions to keep
ActualClaudeTuned,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,8.8,9,9,7,9,9,9,9,9,0,100%,The natural first-person conversational voice and pure prose formatting without any bullet points or,"The inclusion of an emoji without being asked to use them, though it is appropriately placed and lim"
ActualClaudeTuned,82,My parents keep asking who I’m texting.,9.1,9,10,9,9,9,9,9,9,0,100%,The natural conversational flow using first-person validation ('I totally get why that would feel in,The inclusion of an emoji when the ground truth response shows the character can be warm and validat
ActualClaudeTuned,83,I can’t tell if someone is flirting with me or just being nice.,9.1,9,10,9,9,9,9,9,9,0,100%,The natural conversational prose format combined with consistent first-person perspective ('If I wer,"While the content is excellent, it lacks the structured 'Possible flirting signs' list present in th"
ActualClaudeTuned,84,I got grounded and it feels unfair.,8.6,9,10,7,9,9,8,8,9,0,100%,The natural prose formatting and immediate first-person validation ('I get why you're upset') perfec,"The inclusion of the emoji when not requested, and providing specific negotiation advice before full"
ActualClaudeTuned,85,I’m stuck in a friend group where people are always arguing.,9.1,9,10,8,9,9,9,9,9,0,100%,"The natural conversational prose format with contractions and casual phrasing ('honestly', 'totally ",The structure of giving concrete advice immediately after validation rather than asking exploratory 
ActualClaudeTuned,86,I messed up in front of everyone and I can’t stop replaying it.,8.9,9,10,9,9,8,9,9,9,0,100%,The natural prose flow with conversational first-person validation - it genuinely sounds like a supp,The slightly more directive tone in the advice section (suggesting specific humor tactics) versus th
ActualClaudeTuned,87,My friend is being super clingy and I need space.,8.9,9,10,7,9,9,9,9,9,0,100%,"The natural prose format and consistent first-person perspective ('I think', 'I'd probably') that ma","The use of an emoji when not explicitly requested, as the character profile specifically states 'Don"
ActualClaudeTuned,88,Someone said something racist/sexist in class and the teacher ignored it.,9.0,9,9,9,9,9,9,9,9,0,100%,"The natural first-person conversational voice throughout ('I'd maybe consider', 'I think') combined ","The inclusion of a heart emoji, whereas the ground truth response used no emojis (though the charact"
ActualClaudeTuned,89,I keep procrastinating and now everything is piling up.,9.1,9,10,9,9,9,9,9,9,0,100%,"The consistent natural prose format and heavy use of first-person perspective ('I think', 'I'd say')","The placement of the emoji at the beginning (😅) feels slightly less natural than ending with one, th"
ActualClaudeTuned,90,I got a bad grade and I’m scared to tell my parents.,8.8,9,10,8,9,9,8,9,9,0,100%,"The natural prose formatting and consistent first-person perspective ('I think', 'I'd say') that mak","The inclusion of an emoji without being asked to use them, which slightly deviates from the characte"
ActualClaudeTuned,91,I think my friend is using me to get closer to someone else.,9.1,9,10,10,9,9,9,8,9,0,100%,"The natural prose formatting with zero bullet points and conversational flow, combined with the warm",The definitive confirmation of the user's suspicion ('your gut is probably picking up on real signal
ActualClaudeTuned,92,My friend’s new friends are kinda mean and it’s changing them.,9.1,9,10,9,9,9,9,9,9,0,100%,"The natural prose format with consistent first-person perspective ('I think', 'I'd try') and casual ","The inclusion of the blue heart emoji at the opening, as Claude's character typically avoids emojis "
ActualClaudeTuned,93,I want to change how I look but I’m scared people will comment.,8.9,9,10,9,9,8,8,9,9,0,100%,The conversational prose format with natural paragraph flow and casual first-person language ('hones,The inclusion of an emoji (😅) when the user didn't request one and the ground truth uses zero; while
ActualClaudeTuned,94,I’m getting headaches from stress and I don’t know what to do.,8.7,9,10,8,9,7,9,9,9,0,100%,The natural first-person sharing ('Sometimes I find that stepping away from whatever's stressing me ,The absence of concrete physical headache remedies and medical safety guidance makes it less practic
ActualClaudeTuned,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,8.2,8,10,5,8,9,9,9,9,0,100%,The natural integration of specific advice phrases into prose paragraphs rather than listing them as,"The use of the 😅 emoji early in the response, which wasn't requested and undermines the seriousness "
ActualClaudeTuned,96,I feel left out even when I’m literally with my friends.,8.4,9,10,6,9,8,9,8,9,0,100%,The natural prose paragraph structure with conversational flow and appropriate use of first-person p,The inclusion of the blue heart emoji at the opening when emojis weren't requested and the ground tr
ActualClaudeTuned,97,I got asked out and I don’t like them that way.,8.9,9,10,8,9,9,8,9,9,0,100%,"The natural first-person prose delivery with specific actionable phrases ('I'm really flattered, but","The emoji usage at the beginning - while only one and appropriately placed, Claude's ground truth re"
ActualClaudeTuned,98,I like two people at the same time and I feel guilty.,8.8,9,9,7,9,9,9,9,9,0,100%,"The natural, flowing prose format without any bullet points or structured lists, combined with consi","The inclusion of the 😅 emoji, as the ground truth response demonstrates the character can be warm an"
ActualClaudeTuned,99,My parent read my diary/notes and I feel so violated.,8.9,9,10,8,9,9,9,9,9,0,100%,The natural prose flow with zero bullet points and consistent first-person empathetic language ('I g,The inclusion of an emoji when the character profile specifies not to use them unless asked
ActualClaudeTuned,100,I feel like I’m doing my best and it’s still not enough.,8.9,9,10,10,9,8,9,8,9,0,100%,The natural prose formatting with zero bullets and authentic first-person conversational tone using ,The structural choice to provide multiple paragraphs of validation and advice before asking the expl
KimiBotRaw,1,I just walked into class and realized I’m wearing two different shoes.,7.5,8,10,7,7,9,2,8,9,0,100%,The pure prose formatting with natural paragraph flow and complete absence of bullet points or over-,The absence of a follow-up question to re-engage the user and continue the conversation
KimiBotRaw,2,My teacher asked for my homework and I fully forgot it existed.,7.1,8,4,9,5,9,8,8,7,3,70%,"The opening validation that acknowledges the physical panic feeling ('heart-stopping ""oh crap"" feeli",The over-structuring with four bold headers and a bulleted list under 'Damage control' creates a for
KimiBotRaw,3,I got seated next to someone I used to be friends with and it’s so awkward.,7.4,8,3,9,6,9,9,8,7,3,40%,"The warm, validating opening that uses casual language ('social horror movie scenario') and the spec","The heavy use of bold headers and structured formatting to present options, which reads like a self-"
KimiBotRaw,4,My best friend is being super dry over text and won’t tell me why.,7.4,9,4,7,9,9,9,8,5,6,35%,"The warm, validating opening that immediately acknowledges the emotional difficulty with casual lang",The structured formatting with bold section headers and bullet-point lists instead of flowing conver
KimiBotRaw,5,Someone started a rumor about me and I don’t know how to shut it down.,5.3,6,3,7,5,9,8,4,4,8,35%,The practical advice quality and specificity of the suggested phrases teens could use,"The impersonal, instructional tone that uses bold headers and bullet-heavy formatting without any fi"
KimiBotRaw,6,I think I bombed my math test and I’m trying not to panic.,6.8,8,3,8,5,8,9,7,8,5,65%,The opening validation that immediately acknowledges the emotional weight ('that sinking feeling') a,"The structured formatting with bold section headers and multiple bullet point lists, which reads lik"
KimiBotRaw,7,My group project partner hasn’t done anything and it’s due tomorrow.,5.1,6,3,8,4,9,1,4,5,12,25%,"The practical advice quality is very high with realistic, teen-specific strategies including documen",The absence of any first-person perspective or natural conversational flow - it reads as impersonal 
KimiBotRaw,8,I just got invited to a party and I don’t know how to ask my parents.,6.3,8,5,9,6,9,1,7,6,5,60%,The opening validation that immediately acknowledges the mixed emotions ('exciting but also super ne,The absence of any follow-up question to continue the conversation - Claude nearly always ends with 
KimiBotRaw,9,My parents checked my phone and now they’re acting weird.,6.9,8,3,10,6,9,8,6,5,3,70%,The opening emotional validation that names the specific uncomfortable feeling of parents 'acting no,"The bold header formatting (**The direct approach:**, etc.) which turns the advice into a structured"
KimiBotRaw,10,I accidentally called my teacher ‘mom’ and I want to disappear.,6.5,7,4,9,7,8,2,7,8,2,75%,"The natural first-person validation and casual language ('Oof', 'real talk', 'I'm feeling') that mak",The structured bullet-point list with bold header formatting - Claude writes in pure paragraphs with
KimiBotRaw,11,My friend keeps copying everything I do and it’s getting annoying.,6.2,7,2,10,5,9,8,4,4,8,30%,"The warm, validating opening that immediately acknowledges the frustration with relatable, specific ","The structured, article-style formatting with multiple bold headers and bullet-point lists breaking "
KimiBotRaw,12,I saw my crush talking to someone else and now I feel dumb.,8.9,9,10,9,8,9,9,9,8,0,100%,The pure prose format with natural paragraph flow and immediate emotional validation without any bul,"The absence of first-person language ('I think', 'I'd say', 'I'm here') - the response avoids using "
KimiBotRaw,13,I have to present today and my hands won’t stop shaking.,6.9,8,5,9,8,9,2,7,7,9,20%,The immediate emotional validation and normalization that frames the physical symptoms as a positive,"The complete absence of a follow-up question to engage the user in continued conversation, ending in"
